1	0.034
2	0.1512
3	0.2311
4	0.38
5	0.2154
7	0.2212
8	0.1912
10	0.0532
11	0.1588
13	0.0737
14	0.1764
15	0.1645
16	0.1164
17	0.2217
18	0.2507
19	0.0397
20	0.1979
21	0.19
22	0.1428
24	0.0511
25	0.2073
26	0.2432
27	0.2845
28	0.1209
29	0.1705
30	0.2099
32	0.2022
33	0.2394
34	0.0466
37	0.1378
38	0.0715
39	0.2688
40	0.3318
41	0.0441
42	0.1399
43	0.3291
48	0.0527
49	0.0513
50	0.0325
51	0.0649
52	0.0377
54	0.055
55	0.2587
56	0.047
57	0.193
58	0.0459
61	0.183
63	0.2871
64	0.63
65	0.0472
66	0.0509
67	0.2493
69	0.1855
70	0.0566
73	0.204
76	0.0452
77	0.1602
78	0.0502
82	0.2518
84	0.052
85	0.0425
87	0.039
90	0.0772
92	0.123
93	0.0489
96	0.0578
97	0.1787
99	0.0658
101	0.1971
103	0.2404
105	0.0506
106	0.0397
108	0.2307
110	0.1496
111	0.0508
114	0.0787
115	0.1583
119	0.2487
128	0.0543
130	0.0454
131	0.1614
132	0.2193
133	0.1351
147	0.0456
150	0.037
151	0.1907
153	0.0496
158	0.2271
160	0.0636
170	0.2526
175	0.0466
180	0.2483
181	0.0777
188	0.2624
191	0.0466
192	0.2952
199	0.1571
201	0.1324
205	0.0668
210	0.0641
214	0.4905
216	0.1828
221	0.1893
226	0.239
233	0.0637
234	0.1819
236	0.1319
237	0.1959
243	0.21
244	0.1877
246	0.243
250	0.1214
258	0.1986
264	0.2959
266	0.0487
267	0.054
269	0.0828
278	0.2786
279	0.0407
288	0.19
289	0.176
295	0.1742
308	0.0518
322	0.0985
337	0.1058
345	0.0402
346	0.2315
349	0.3437
352	0.2588
354	0.2248
359	0.1151
371	0.2315
378	0.2461
387	0.1809
389	0.1438
402	-1
403	0.1654
433	0.27
434	0.6001
444	0.0409
446	0.2045
453	0.2295
456	0.2477
460	0.1878
485	0.17
512	-1
513	-1
532	-1
570	-1
579	0.0994
596	0.0453
599	0.1143
606	-1
625	-1
631	-1
653	-1
661	-1
670	0.2127
673	0.1102
675	0.2091
679	0.1197
688	0.0316
699	0.2842
706	-1
716	-1
719	-1
720	-1
729	0.0942
739	0.0395
742	0.1478
773	0.0317
776	0.0777
782	0.2554
785	0.1274
789	0.1001
793	0.1688
808	-1
824	0.143
832	0.2078
847	0.2704
863	0.2539
908	0.1386
913	0.2579
925	0.1988
929	0.2481
944	0.0598
984	0.2311
985	nan
1011	0.2594
1020	0.2058
1036	0.2418
1065	0.3002
1094	0.112
1126	0.1443
1131	0.2728
1139	0.2049
1143	0.0559
1147	0.2125
1148	0.1662
1198	0.1041
1204	0.2266
1228	0.167
1300	0.0453
1329	0.1509
1332	0.047
1350	0.188
1374	nan
1433	0.175
1459	0.1296
1471	0.0537
1494	0.3184
1508	0.1019
1542	0.0515
1565	0.2335
1620	0.2533
1640	0.1879
1642	0.1862
1658	0.208
1659	0.1943
1660	0.3074
1662	0.2355
1667	0.2804
1685	0.2621
1751	0.2127
1807	0.1867
1839	0.3552
1848	0.194
1858	0.1978
1862	0.2719
1864	0.2709
1866	0.4926
1903	0.1215
1904	0.333
1916	0.241
1929	0.1825
1943	0.1745
1980	0.1992
2035	0.6014
2042	0.1785
2045	0.2483
2063	0.2135
2064	0.2186
2074	0.229
2085	0.1693
2099	0.0361
2107	0.2001
2157	0.1317
2246	0.0499
2335	0.2042
2353	0.2108
2354	0.1804
2378	0.0408
2386	0.2629
2396	0.3519
2401	0.1806
2442	0.1827
2448	0.0524
2501	0.2395
2504	0.2841
2521	0.1477
2566	0.334
2579	0.331
2715	0.1984
2732	0.2147
2851	0.2219
2873	0.2121
2875	0.1716
2911	0.1937
2912	0.2901
2957	0.1124
2965	0.2077
2977	0.2275
3028	0.0942
3102	0.1856
3103	0.85
3122	0.209
3155	nan
3198	nan
3199	0.1788
3200	0.1121
3248	0.0477
3255	0.1544
3317	0.0514
3363	0.2335
3395	0.2419
3402	0.2512
3430	0.2119
3491	0.3197
3511	0.2417
3628	0.2372
3635	0.2261
3701	0.1876
3734	0.1428
3753	0.3406
3788	0.2054
3844	0.1344
3858	0.2286
3873	0.2504
3903	0.268
3908	0.1849
3910	0.1699
3920	0.2331
3949	nan
4038	nan
4055	0.3062
4179	0.157
4188	0.2558
4197	0.1862
4352	0.2886
4407	0.1651
4417	0.1697
4451	0.1671
4558	0.2516
4570	0.3583
4688	nan
4713	0.2083
4737	0.1384
4995	nan
5013	0.1211
5111	0.4428
5143	0.3632
5230	0.2909
5261	0.1201
5379	0.2828
5401	0.1969
5407	0.1872
5587	0.3238
5604	0.2177
5641	0.2429
5660	nan
5685	0.1969
5817	0.2277
5840	0.1471
6047	nan
6239	0.2828
6386	0.1821
6411	nan
6455	0.2203
6585	0.1375
7341	0.4619
7763	0.1641
8334	0.1388
8444	0.2987
17274	0.0307
18736	nan
19127	nan
19356	0.3067
20786	nan
20790	nan
22771	nan
24475	nan
25330	0.0481
35107	0.364
36284	nan
53435	0.2607
54690	nan
66146	0.3593
86450	0.1798
86819	0.2113
89355	0.3269
98943	nan
99907	0.2875
137062	0.2447
138258	0.6199
162058	0.1557
162781	nan
999995	-1
999996	-1
999997	-1
999998	-1
999999	-1
